File;albensis;apis;baretiae;baumannii;baylyi;beijerinckii;bereziniae;bohemicus;boissieri;bouvetii;brisouii;calcoaceticus;celticus;chengduensis;chinensis;colistiniresistens;courvalinii;cumulans;defluvii;dispersus;equi;gandensis;gerneri;gs06;gs16;guerrae;guillouiae;gyllenbergii;haemolyticus;halotolerans;harbinensis;idrijaensis;indicus;johnsonii;junii;kanungonis;kookii;kyonggiensis;lactucae;lanii;larvae;lwoffii;marinus;modestus;nectaris;nosocomialis;oleivorans;parvus;piscicola;pittii;pollinis;populi;portensis;pragensis;proteolyticus;pseudolwoffii;pullicarnis;puyangensis;qingfengensis;radioresistens;rathckeae;rongchengensis;rudis;schindleri;seifertii;seohaensis;shaoyimingii;sichuanensis;soli;stercoris;tandoii;terrae;terrestris;tianfuensis;tjernbergiae;towneri;ursingii;variabilis;venetianus;vivianii;wanghuae;wuhouensis;echte Spezies;predicted;x;max score;comment
GCF_000219275;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.03;0.01;0.01;0.02;0.02;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.34;0.03;0.02;0.02;0.02;0.01;0.02;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0;0.01;0.02;0.01;0.01;0.03;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.02;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.02;0.03;0.03;0.02;0.01;0.02;0.03;johnsonii;johnsonii;WAHR;0.34;
GCF_000222225;0;0;0;0.43;0.01;0.01;0.01;0;0;0;0;0.07;0;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0;0.01;0.05;0;0;0.01;0;0.01;0;0.1;0.03;0.01;0;0.07;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0;0;0;0.04;0.01;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_000222245;0;0;0;0.49;0;0.01;0.01;0;0;0;0;0.06;0;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0;0.01;0.01;0.01;0.01;0;0.01;0.06;0.01;0;0.01;0;0;0;0.06;0.01;0.01;0.01;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.49;
GCF_000222265;0.01;0;0;0.3;0.01;0.01;0.01;0.01;0;0;0;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0;0.01;0.08;0;0;0.01;0;0.01;0;0.14;0.07;0.01;0.01;0.08;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_000222285;0;0;0;0.41;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0;0.01;0.06;0.01;0;0.01;0;0.01;0;0.1;0.07;0.01;0;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.41;
GCF_000226275;0.01;0.01;0;0.42;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.06;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.42;
GCF_000230465;0.01;0;0;0.09;0.02;0.01;0.02;0.01;0;0.01;0.01;0.07;0.01;0.01;0.03;0.02;0.01;0.03;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0;0;0.02;0.01;0.01;0.01;0.02;0.01;0.15;0.01;0.01;0.01;0.01;0.01;0.01;0.09;0.21;0.02;0.01;0.37;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0;0.01;0.01;0.02;0.01;0.02;0.16;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.03;pittii;pittii;WAHR;0.37;
GCF_002797235;0.01;0;0;0.01;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.06;0.02;0.02;0.01;0.01;0.02;0.02;0.01;0.02;0;0.1;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0;0.01;0.35;0.01;0;0.01;0.01;0;0.02;0.01;0.03;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.02;0.01;0.01;0.01;0.04;0.01;0.01;0.02;0.02;sp.;lwoffii;FALSCH;0.35;false
GCF_002803605;0.01;0;0;0.01;0.01;0.01;0.01;0.02;0;0.01;0;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0.01;0.01;0.01;0.01;0;0.01;0.06;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0;0.08;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.01;0.01;0.35;0.01;0;0;0.01;0;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.02;0.01;pseudolwoffii;lwoffii;FALSCH;0.35;
GCF_000241725;0.01;0.01;0;0.53;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.07;0;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.03;0.01;0.01;0.02;0.01;0.02;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.13;0.07;0.01;0.01;0.08;0.01;0;0.01;0.01;0.02;0.01;0.02;0.01;0;0.01;0.01;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.53;
GCF_000369785;0;0.02;0.01;0.01;0.01;0.03;0.01;0.02;0;0.02;0.02;0.02;0.01;0.01;0.01;0.06;0.34;0.01;0.01;0.04;0.01;0.01;0.02;0.04;0.06;0.01;0.02;0.04;0.02;0.02;0.02;0;0.02;0.02;0.03;0.01;0.02;0.01;0.03;0.01;0.01;0.02;0.01;0.04;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.08;0.02;0.01;0.02;0;0.02;0.02;0.01;0.02;0.02;0.03;0.01;0.01;0.01;0.03;0.01;0.02;0.02;0.01;0.01;0.03;0.02;0.02;0.02;0.03;0.09;0.01;0.01;courvalinii;haemolyticus;FALSCH;0.34;
GCF_000248155;0.01;0;0;0.01;0.01;0.03;0.02;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.03;0.01;0.01;0.03;0.01;0.01;0.01;0.03;0.03;0.01;0.01;0.02;0.03;0.02;0.01;0.01;0.02;0.01;0.06;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.05;0.01;0.01;0.01;1;0.02;0.02;0;0.01;0.01;0;0.03;0.01;0.02;0;0.01;0.01;0;0.02;0;0.02;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.03;0.02;0.02;0.02;0.04;0.02;0.01;0.01;parvus;parvus;WAHR;1;
GCF_000248275;0;0;0;0.38;0.01;0.01;0.01;0.01;0;0;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0;0;0;0;0.01;0;0.11;0.06;0.01;0.01;0.07;0;0;0;0;0.01;0;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.38;
GCF_000248295;0;0;0;0.01;0.01;0.01;1;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.04;0;0.01;0.01;0.01;0;0.03;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.02;bereziniae;bereziniae;WAHR;1;
GCF_002165345;0.01;0;0;0.01;0.01;0.01;0.03;0.01;0;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.02;0.04;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0;0;0.05;0.01;0.02;0.01;0.02;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.34;wuhouensis;terrae;FALSCH;0.34;
GCF_000264725;0.01;0;0;0.01;0.01;0.01;0.01;0.02;0;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.02;0.03;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0;0;0.02;0.02;0.01;0.03;0.01;0;0;0.01;0;0.01;0.01;0.41;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.05;0.01;0.01;0.02;0.02;schindleri;schindleri;WAHR;0.41;
GCF_010646905;0.01;0;0.01;0.01;0.01;0.01;0.01;0.02;0;0.02;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.34;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.02;0.01;0.03;0.02;0.01;0.02;0.02;portensis;terrae;FALSCH;0.34;
GCF_000278605;0.01;0.01;0;0.39;0.01;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.09;0.02;0.01;0.01;0.06;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.03;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.39;
GCF_000278625;0.01;0.01;0;0.3;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.05;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.3;
GCF_000278645;0.01;0.01;0;0.32;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.1;0.01;0.01;0.01;0;0.01;0.01;0.11;0.05;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.32;
GCF_000278665;0.01;0;0;0.37;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.04;0.01;0.01;0.01;0;0.01;0.01;0.1;0.05;0.01;0.01;0.07;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.08;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.02;0.02;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.37;
GCF_000278685;0.01;0.01;0;0.44;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.12;0.03;0.01;0.01;0.08;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.01;0.01;baumannii;baumannii;WAHR;0.44;
GCF_013004415;0.01;0;0;0.01;0.01;0;0.01;0.03;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.03;0.04;0.01;0.01;0;0.01;0;0.01;0;0.01;0.01;0;0.01;0;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.12;0.33;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;terrestris;terrae;FALSCH;0.33;
GCF_000286595;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.02;0.01;0.01;0;0.48;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;radioresistens;radioresistens;WAHR;0.48;
GCF_000286615;0.01;0.01;0;0.3;0.01;0.02;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0.01;0.01;0.06;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.3;
GCF_900080165;0.01;0;0;0.05;0.01;0.01;0.01;0.01;0;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.01;0.33;0;0;0.01;0;0.01;0.01;0.1;0.18;0.01;0.01;0.19;0;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.12;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;pittii;lactucae;FALSCH;0.33;
GCF_000292545;0;0;0;0.31;0.01;0.01;0.01;0;0;0;0.01;0.03;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.07;0.07;0.01;0.01;0.08;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;baumannii;baumannii;WAHR;0.31;
GCF_000297515;0.01;0;0;0.51;0.01;0.01;0.01;0.01;0;0.01;0.01;0.06;0.01;0.01;0;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0;0.01;0.01;0.12;0.06;0.01;0.01;0.08;0.01;0;0.01;0.01;0.01;0.02;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.51;
GCF_000369305;0;0.04;0;0.32;0.01;0.04;0.01;0.04;0;0.04;0.04;0.08;0.01;0.01;0.01;0.05;0.05;0.01;0.01;0.02;0.01;0.01;0.04;0.04;0.05;0.01;0.04;0.01;0.02;0.01;0.04;0;0.05;0.04;0.04;0.01;0.04;0.01;0.1;0;0.01;0.04;0.01;0.05;0.04;0.16;0.12;0.01;0.04;0.11;0;0.01;0.04;0.01;0.05;0.04;0.01;0.04;0;0.04;0.04;0.01;0.04;0.05;0.21;0.01;0.01;0.01;0.05;0.01;0.05;0.04;0.01;0.01;0.04;0.04;0.05;0.04;0.05;0.01;0.01;0.01;baumannii;seifertii;FALSCH;0.32;
GCF_000369345;0.01;0.03;0;0.32;0.01;0.03;0.01;0.04;0;0.03;0.04;0.07;0.01;0.01;0.01;0.04;0.04;0.01;0.01;0.02;0.01;0.01;0.04;0.04;0.04;0.01;0.04;0.01;0.02;0.01;0.03;0;0.04;0.03;0.04;0.01;0.04;0.01;0.09;0.01;0.01;0.04;0;0.04;0.03;0.15;0.12;0.01;0.04;0.11;0.01;0.01;0.03;0.01;0.04;0.04;0.01;0.03;0;0.04;0.03;0.01;0.04;0.04;0.21;0.01;0.01;0.01;0.04;0.01;0.05;0.04;0.01;0.01;0.04;0.04;0.05;0.04;0.05;0.01;0.01;0.01;baumannii;seifertii;FALSCH;0.32;
GCF_000297595;0.01;0;0;0.37;0.01;0.01;0.01;0.01;0;0.01;0.01;0.04;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0;0.01;0;0.06;0.07;0.01;0.01;0.09;0;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.37;
GCF_000297915;0.01;0.01;0.01;0.47;0.01;0.02;0.01;0.02;0;0.01;0.01;0.05;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.02;0.03;0.01;0.02;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.02;0.01;0.02;0.01;0.16;0.13;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.02;0.02;0.18;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.02;0.02;0.02;0.03;0.01;0.01;0.02;baumannii;baumannii;WAHR;0.47;
GCF_000297935;0.01;0.01;0;0.36;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.05;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.08;0.01;0.01;0.01;0.01;0.01;0.01;0.17;0.14;0.01;0.01;0.11;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.18;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_000297955;0.01;0.01;0;0.49;0.01;0.02;0.01;0.02;0;0.02;0.02;0.04;0;0.01;0.01;0.02;0.02;0.01;0.01;0.01;0.01;0.01;0.02;0.02;0.03;0.01;0.02;0.01;0.01;0.01;0.01;0;0.02;0.01;0.02;0.01;0.01;0.01;0.08;0.01;0.01;0.02;0;0.02;0.02;0.14;0.1;0.01;0.02;0.09;0;0;0.01;0.01;0.02;0.02;0.01;0.02;0;0.02;0.01;0.01;0.02;0.02;0.16;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0;0.01;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.49;
GCF_000299655;0;0;0;0.43;0.01;0.01;0.01;0.01;0;0;0;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0;0;0.01;0.01;0.01;0;0.01;0.07;0.01;0;0.01;0;0.01;0;0.07;0.01;0.01;0;0.06;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.43;
GCF_000299675;0.01;0.01;0;0.45;0.01;0.02;0.01;0.01;0.01;0.01;0;0.06;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.01;0;0.01;0.01;0.08;0.01;0.01;0;0.06;0.01;0.01;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.45;
GCF_000300635;0.01;0.01;0;0.12;0.01;0.01;0.01;0.01;0;0.01;0.02;0.05;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0.02;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.07;0.01;0.01;0.02;0;0.02;0.01;0.45;0.13;0.01;0.01;0.09;0;0.01;0.01;0.01;0.02;0.02;0.01;0.01;0;0.02;0.01;0.01;0.01;0.02;0.26;0.01;0.01;0.01;0.02;0.01;0.02;0.01;0.01;0.01;0.02;0.01;0.02;0.02;0.02;0.01;0.01;0.01;nosocomialis;nosocomialis;WAHR;0.45;
GCF_000301175;0.01;0;0;0.42;0.01;0.01;0.01;0.01;0;0;0.01;0.05;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.11;0.06;0.01;0.01;0.1;0;0;0.01;0;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.09;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.42;
GCF_000301195;0.01;0;0;0.36;0.01;0.01;0.01;0.01;0;0.01;0;0.06;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0;0.01;0.01;0.07;0.01;0;0.01;0;0.01;0;0.13;0.07;0.01;0.01;0.09;0;0;0.01;0;0.01;0.01;0.01;0;0;0;0;0.01;0;0.01;0.09;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.36;
GCF_000301215;0.01;0;0;0.53;0.01;0.01;0.01;0;0;0;0.01;0.05;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.02;0.01;0.01;0.01;0.01;0.01;0;0;0.01;0.01;0.01;0.01;0.01;0.01;0.06;0.01;0.01;0.01;0;0.01;0;0.12;0.07;0.01;0.01;0.08;0;0;0;0.01;0.01;0.01;0.01;0;0;0.01;0;0.01;0.01;0.01;0.1;0.01;0;0.01;0.01;0.01;0.01;0.01;0;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;baumannii;baumannii;WAHR;0.53;
